ID-1078 | topical=YES | strict=YES | fp=-
ID-1052 | topical=NO | strict=NO | fp=third-party
ID-0817 | topical=YES | strict=BORD | fp=thin-removed
ID-0833 | topical=YES | strict=BORD | fp=thin-removed
ID-0938 | topical=NO | strict=NO | fp=theme-mismatch
ID-0935 | topical=YES | strict=YES | fp=-
ID-0687 | topical=YES | strict=YES | fp=-
ID-0689 | topical=YES | strict=NO | fp=theme-mismatch
ID-0781 | topical=YES | strict=YES | fp=-
ID-0884 | topical=YES | strict=YES | fp=-
ID-1018 | topical=YES | strict=YES | fp=-
