ID-1679 | topical=YES | strict=YES | fp=-
ID-1460 | topical=YES | strict=YES | fp=-
ID-1714 | topical=YES | strict=YES | fp=-
ID-1465 | topical=YES | strict=BORD | fp=thin-removed
ID-1707 | topical=YES | strict=YES | fp=-
ID-1456 | topical=NO | strict=NO | fp=rp-internal
ID-1701 | topical=YES | strict=YES | fp=-
ID-1704 | topical=YES | strict=YES | fp=-
ID-1585 | topical=YES | strict=YES | fp=-
ID-1748 | topical=YES | strict=YES | fp=-
ID-1416 | topical=YES | strict=YES | fp=-
ID-1605 | topical=YES | strict=YES | fp=-
ID-1391 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1724 | topical=YES | strict=YES | fp=-
ID-1635 | topical=YES | strict=YES | fp=-
ID-1580 | topical=NO | strict=NO | fp=theme-mismatch
ID-1538 | topical=YES | strict=YES | fp=-
ID-1393 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1417 | topical=YES | strict=YES | fp=-
ID-1404 | topical=YES | strict=YES | fp=-
ID-1443 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1358 | topical=YES | strict=YES | fp=-
ID-1498 | topical=YES | strict=YES | fp=-
ID-1448 | topical=NO | strict=NO | fp=theme-mismatch
ID-1553 | topical=NO | strict=NO | fp=bot-card
ID-1357 | topical=NO | strict=NO | fp=ironic-rejection
ID-1546 | topical=YES | strict=YES | fp=-
ID-1806 | topical=YES | strict=YES | fp=-
ID-1402 | topical=YES | strict=YES | fp=-
ID-1719 | topical=YES | strict=YES | fp=-
ID-1488 | topical=YES | strict=YES | fp=-
ID-1450 | topical=YES | strict=BORD | fp=thin-removed
ID-1485 | topical=YES | strict=YES | fp=-
ID-1754 | topical=YES | strict=YES | fp=-
ID-1709 | topical=NO | strict=NO | fp=theme-mismatch
ID-1590 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1624 | topical=YES | strict=YES | fp=-
ID-1566 | topical=YES | strict=YES | fp=-
ID-1349 | topical=YES | strict=YES | fp=-
ID-1721 | topical=YES | strict=YES | fp=-
