ID-1346 | topical=YES | strict=YES | fp=-
ID-1269 | topical=YES | strict=YES | fp=-
ID-1161 | topical=YES | strict=BORD | fp=thin-removed
ID-1215 | topical=YES | strict=YES | fp=-
ID-1123 | topical=YES | strict=NO | fp=thin-removed
ID-1199 | topical=YES | strict=YES | fp=-
ID-1784 | topical=YES | strict=YES | fp=-
ID-1239 | topical=YES | strict=YES | fp=-
ID-1270 | topical=YES | strict=YES | fp=-
ID-1145 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1257 | topical=YES | strict=YES | fp=-
ID-1218 | topical=YES | strict=YES | fp=-
ID-1765 | topical=YES | strict=YES | fp=-
ID-1300 | topical=YES | strict=YES | fp=-
ID-1340 | topical=YES | strict=NO | fp=thin-removed
ID-1329 | topical=BORD | strict=NO | fp=ironic-rejection
ID-1170 | topical=YES | strict=YES | fp=-
ID-1815 | topical=YES | strict=YES | fp=-
ID-1200 | topical=YES | strict=YES | fp=-
ID-1139 | topical=BORD | strict=NO | fp=thin-removed
ID-1168 | topical=BORD | strict=NO | fp=thin-removed
ID-1291 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1113 | topical=YES | strict=YES | fp=-
ID-1121 | topical=YES | strict=YES | fp=-
ID-1760 | topical=YES | strict=YES | fp=-
ID-1309 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1284 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1782 | topical=YES | strict=YES | fp=-
ID-1129 | topical=NO | strict=NO | fp=theme-mismatch
ID-1131 | topical=YES | strict=YES | fp=-
ID-1310 | topical=YES | strict=YES | fp=-
ID-1343 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1820 | topical=YES | strict=BORD | fp=thin-removed
ID-1789 | topical=YES | strict=YES | fp=-
ID-1781 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1236 | topical=NO | strict=NO | fp=bot-card
ID-1100 | topical=YES | strict=YES | fp=-
ID-1298 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1147 | topical=YES | strict=YES | fp=-
ID-1225 | topical=YES | strict=BORD | fp=thin-removed
