ID-3001 | topical=YES | strict=YES | fp=-
ID-3002 | topical=NO | strict=NO | fp=rp-internal
ID-3003 | topical=YES | strict=YES | fp=-
ID-3004 | topical=YES | strict=YES | fp=-
ID-3005 | topical=YES | strict=BORD | fp=thin-removed
ID-3006 | topical=YES | strict=BORD | fp=thin-removed
ID-3007 | topical=YES | strict=BORD | fp=ambiguous
ID-3008 | topical=YES | strict=YES | fp=-
ID-3009 | topical=YES | strict=YES | fp=-
ID-3010 | topical=YES | strict=YES | fp=-
ID-3011 | topical=YES | strict=YES | fp=-
ID-3012 | topical=NO | strict=NO | fp=theme-mismatch
ID-3013 | topical=YES | strict=BORD | fp=thin-removed
ID-3014 | topical=YES | strict=YES | fp=-
ID-3015 | topical=YES | strict=YES | fp=-
ID-3016 | topical=NO | strict=NO | fp=theme-mismatch
ID-3017 | topical=YES | strict=YES | fp=-
ID-3018 | topical=YES | strict=YES | fp=-
ID-3019 | topical=YES | strict=YES | fp=-
ID-3020 | topical=YES | strict=YES | fp=-
ID-3021 | topical=NO | strict=NO | fp=theme-mismatch
ID-3022 | topical=YES | strict=YES | fp=-
ID-3023 | topical=YES | strict=YES | fp=-
ID-3024 | topical=YES | strict=YES | fp=-
ID-3025 | topical=YES | strict=YES | fp=-
ID-3026 | topical=YES | strict=YES | fp=-
ID-3027 | topical=YES | strict=YES | fp=-
ID-3028 | topical=YES | strict=YES | fp=-
ID-3029 | topical=YES | strict=YES | fp=-
ID-3030 | topical=YES | strict=YES | fp=-
ID-3031 | topical=YES | strict=YES | fp=-
ID-3032 | topical=YES | strict=YES | fp=-
ID-3033 | topical=NO | strict=NO | fp=theme-mismatch
ID-3034 | topical=YES | strict=YES | fp=-
ID-3035 | topical=YES | strict=YES | fp=-
ID-3036 | topical=NO | strict=NO | fp=theme-mismatch
ID-3037 | topical=YES | strict=YES | fp=-
ID-3038 | topical=YES | strict=YES | fp=-
ID-3039 | topical=YES | strict=YES | fp=-
ID-3040 | topical=YES | strict=BORD | fp=thin-removed
