ID-1672 | topical=YES | strict=YES | fp=-
ID-1434 | topical=YES | strict=NO | fp=theme-mismatch
ID-1457 | topical=YES | strict=YES | fp=-
ID-1413 | topical=YES | strict=YES | fp=-
ID-1548 | topical=YES | strict=YES | fp=-
ID-1360 | topical=NO | strict=NO | fp=theme-mismatch
ID-1449 | topical=YES | strict=YES | fp=-
ID-1350 | topical=YES | strict=NO | fp=thin-removed
ID-1733 | topical=YES | strict=YES | fp=-
ID-1365 | topical=YES | strict=NO | fp=theme-mismatch
ID-1385 | topical=YES | strict=YES | fp=-
ID-1515 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1379 | topical=YES | strict=BORD | fp=ambiguous
ID-1639 | topical=YES | strict=YES | fp=-
ID-1625 | topical=NO | strict=NO | fp=theme-mismatch
ID-1470 | topical=NO | strict=NO | fp=theme-mismatch
ID-1554 | topical=NO | strict=NO | fp=wrong-referent
ID-1529 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1627 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1513 | topical=YES | strict=NO | fp=thin-removed
ID-1557 | topical=YES | strict=YES | fp=-
ID-1633 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1595 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1696 | topical=YES | strict=YES | fp=-
ID-1660 | topical=NO | strict=NO | fp=rp-internal
ID-1655 | topical=YES | strict=YES | fp=-
ID-1453 | topical=YES | strict=BORD | fp=theme-mismatch
ID-1398 | topical=YES | strict=YES | fp=-
ID-1728 | topical=YES | strict=YES | fp=-
ID-1505 | topical=YES | strict=YES | fp=-
ID-1657 | topical=NO | strict=NO | fp=theme-mismatch
ID-1569 | topical=NO | strict=NO | fp=theme-mismatch
ID-1610 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1711 | topical=YES | strict=YES | fp=-
ID-1636 | topical=YES | strict=NO | fp=thin-removed
ID-1484 | topical=YES | strict=YES | fp=-
ID-1359 | topical=YES | strict=YES | fp=-
ID-1530 | topical=YES | strict=YES | fp=-
ID-1506 | topical=YES | strict=YES | fp=-
ID-1422 | topical=YES | strict=YES | fp=-
