ID-0418 | topical=NO | strict=NO | fp=theme-mismatch
ID-0585 | topical=YES | strict=NO | fp=thin-removed
ID-0577 | topical=BORD | strict=NO | fp=theme-mismatch
ID-0420 | topical=YES | strict=YES | fp=-
ID-0502 | topical=NO | strict=NO | fp=theme-mismatch
ID-0468 | topical=YES | strict=YES | fp=-
ID-0394 | topical=YES | strict=YES | fp=-
ID-0557 | topical=YES | strict=YES | fp=-
ID-0563 | topical=YES | strict=YES | fp=-
ID-0620 | topical=BORD | strict=NO | fp=ambiguous
ID-0524 | topical=YES | strict=YES | fp=-
ID-0586 | topical=NO | strict=NO | fp=theme-mismatch
ID-0564 | topical=YES | strict=YES | fp=-
ID-0617 | topical=NO | strict=NO | fp=theme-mismatch
ID-0551 | topical=YES | strict=YES | fp=-
ID-0400 | topical=YES | strict=YES | fp=-
ID-0684 | topical=NO | strict=NO | fp=theme-mismatch
ID-0453 | topical=YES | strict=NO | fp=thin-removed
ID-0648 | topical=YES | strict=YES | fp=-
ID-0483 | topical=YES | strict=YES | fp=-
ID-0481 | topical=YES | strict=YES | fp=-
ID-0589 | topical=NO | strict=NO | fp=non-ai-literal
ID-0658 | topical=YES | strict=YES | fp=-
ID-0366 | topical=YES | strict=YES | fp=-
ID-0509 | topical=YES | strict=YES | fp=-
ID-0523 | topical=YES | strict=YES | fp=-
ID-0592 | topical=YES | strict=YES | fp=-
ID-0685 | topical=YES | strict=NO | fp=third-party
ID-0459 | topical=YES | strict=YES | fp=-
ID-0650 | topical=NO | strict=NO | fp=theme-mismatch
ID-0358 | topical=YES | strict=YES | fp=-
ID-0474 | topical=YES | strict=YES | fp=-
ID-0378 | topical=YES | strict=YES | fp=-
ID-0450 | topical=BORD | strict=NO | fp=ambiguous
ID-0547 | topical=YES | strict=YES | fp=-
ID-0607 | topical=YES | strict=YES | fp=-
ID-0625 | topical=YES | strict=BORD | fp=theme-mismatch
ID-0581 | topical=YES | strict=YES | fp=-
ID-0550 | topical=YES | strict=YES | fp=-
ID-0466 | topical=YES | strict=NO | fp=thin-removed
