ID-1295 | topical=YES | strict=YES | fp=-
ID-1767 | topical=YES | strict=YES | fp=-
ID-1160 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1157 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1246 | topical=YES | strict=NO | fp=thin-removed
ID-1293 | topical=YES | strict=YES | fp=-
ID-1787 | topical=YES | strict=NO | fp=thin-removed
ID-1775 | topical=YES | strict=YES | fp=-
ID-1209 | topical=YES | strict=YES | fp=-
ID-1245 | topical=NO | strict=NO | fp=bot-card
ID-1118 | topical=YES | strict=NO | fp=thin-removed
ID-1177 | topical=YES | strict=NO | fp=thin-removed
ID-1308 | topical=YES | strict=NO | fp=thin-removed
ID-1268 | topical=YES | strict=NO | fp=thin-removed
ID-1330 | topical=YES | strict=NO | fp=thin-removed
ID-1331 | topical=NO | strict=NO | fp=ironic-rejection
ID-1220 | topical=YES | strict=YES | fp=-
ID-1164 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1176 | topical=YES | strict=NO | fp=thin-removed
ID-1120 | topical=YES | strict=YES | fp=-
ID-1216 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1201 | topical=YES | strict=YES | fp=-
ID-1253 | topical=YES | strict=YES | fp=-
ID-1312 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1262 | topical=YES | strict=NO | fp=thin-removed
ID-1761 | topical=YES | strict=YES | fp=-
ID-1258 | topical=YES | strict=YES | fp=-
ID-1261 | topical=YES | strict=YES | fp=-
ID-1793 | topical=YES | strict=YES | fp=-
ID-1776 | topical=YES | strict=NO | fp=thin-removed
ID-1341 | topical=YES | strict=NO | fp=thin-removed
ID-1764 | topical=YES | strict=YES | fp=-
ID-1186 | topical=YES | strict=YES | fp=-
ID-1304 | topical=YES | strict=YES | fp=-
ID-1769 | topical=YES | strict=YES | fp=-
ID-1172 | topical=YES | strict=YES | fp=-
ID-1125 | topical=YES | strict=YES | fp=-
ID-1306 | topical=YES | strict=YES | fp=-
ID-1192 | topical=YES | strict=NO | fp=third-party
ID-1202 | topical=BORD | strict=NO | fp=theme-mismatch
