ID-0694 | topical=YES | strict=YES | fp=-
ID-0949 | topical=YES | strict=YES | fp=-
ID-0989 | topical=BORD | strict=NO | fp=ambiguous
ID-0780 | topical=NO | strict=NO | fp=theme-mismatch
ID-1009 | topical=YES | strict=YES | fp=-
ID-0828 | topical=YES | strict=YES | fp=-
ID-0881 | topical=BORD | strict=NO | fp=rp-internal
ID-0831 | topical=YES | strict=YES | fp=-
ID-0819 | topical=YES | strict=YES | fp=-
ID-1003 | topical=YES | strict=YES | fp=-
ID-0774 | topical=YES | strict=YES | fp=-
ID-1004 | topical=NO | strict=NO | fp=non-ai-literal
ID-0791 | topical=YES | strict=YES | fp=-
ID-0777 | topical=YES | strict=NO | fp=theme-mismatch
ID-0799 | topical=YES | strict=YES | fp=-
ID-1081 | topical=NO | strict=NO | fp=third-party
ID-0846 | topical=YES | strict=YES | fp=-
ID-1019 | topical=YES | strict=BORD | fp=theme-mismatch
ID-0723 | topical=YES | strict=YES | fp=-
ID-0827 | topical=YES | strict=YES | fp=-
ID-1075 | topical=YES | strict=YES | fp=-
ID-1044 | topical=BORD | strict=NO | fp=rp-internal
ID-1031 | topical=YES | strict=NO | fp=thin-removed
ID-0861 | topical=YES | strict=YES | fp=-
ID-0838 | topical=YES | strict=YES | fp=-
ID-0718 | topical=YES | strict=BORD | fp=rp-internal
ID-0889 | topical=YES | strict=YES | fp=-
ID-0933 | topical=YES | strict=YES | fp=-
ID-1086 | topical=YES | strict=YES | fp=-
ID-0841 | topical=YES | strict=YES | fp=-
ID-0726 | topical=YES | strict=YES | fp=-
ID-0900 | topical=YES | strict=YES | fp=-
ID-1065 | topical=YES | strict=YES | fp=-
ID-0692 | topical=YES | strict=YES | fp=-
ID-1046 | topical=YES | strict=NO | fp=theme-mismatch
ID-1032 | topical=YES | strict=YES | fp=-
ID-0845 | topical=YES | strict=YES | fp=-
ID-0883 | topical=YES | strict=YES | fp=-
ID-0999 | topical=BORD | strict=NO | fp=bot-card
ID-0697 | topical=YES | strict=YES | fp=-
