ID-1232 | topical=YES | strict=YES | fp=-
ID-1275 | topical=YES | strict=YES | fp=-
ID-1141 | topical=YES | strict=YES | fp=-
ID-1323 | topical=YES | strict=BORD | fp=thin-removed
ID-1266 | topical=YES | strict=YES | fp=-
ID-1271 | topical=NO | strict=NO | fp=theme-mismatch
ID-1175 | topical=YES | strict=YES | fp=-
ID-1196 | topical=YES | strict=YES | fp=-
ID-1297 | topical=YES | strict=YES | fp=-
ID-1179 | topical=YES | strict=YES | fp=-
ID-1130 | topical=YES | strict=YES | fp=-
ID-1768 | topical=BORD | strict=NO | fp=theme-mismatch
ID-1272 | topical=YES | strict=YES | fp=-
ID-1814 | topical=YES | strict=YES | fp=-
ID-1299 | topical=NO | strict=NO | fp=theme-mismatch
ID-1233 | topical=YES | strict=YES | fp=-
ID-1301 | topical=YES | strict=YES | fp=-
ID-1098 | topical=YES | strict=YES | fp=-
ID-1229 | topical=YES | strict=BORD | fp=ironic-rejection
ID-1332 | topical=YES | strict=BORD | fp=thin-removed
ID-1337 | topical=YES | strict=BORD | fp=thin-removed
ID-1296 | topical=YES | strict=YES | fp=-
ID-1124 | topical=YES | strict=YES | fp=-
ID-1276 | topical=NO | strict=NO | fp=ironic-rejection
ID-1163 | topical=YES | strict=YES | fp=-
ID-1144 | topical=YES | strict=YES | fp=-
ID-1208 | topical=NO | strict=NO | fp=ironic-rejection
ID-1318 | topical=YES | strict=YES | fp=-
ID-1321 | topical=NO | strict=NO | fp=theme-mismatch
ID-1226 | topical=YES | strict=YES | fp=-
ID-1795 | topical=YES | strict=BORD | fp=third-party
ID-1122 | topical=YES | strict=YES | fp=-
ID-1222 | topical=YES | strict=BORD | fp=third-party
ID-1207 | topical=YES | strict=YES | fp=-
ID-1193 | topical=YES | strict=YES | fp=-
ID-1345 | topical=YES | strict=YES | fp=-
ID-1320 | topical=YES | strict=YES | fp=-
ID-1188 | topical=YES | strict=YES | fp=-
ID-1217 | topical=YES | strict=YES | fp=-
ID-1237 | topical=YES | strict=BORD | fp=thin-removed
