ID-0630 | topical=YES | strict=YES | fp=-
ID-0437 | topical=NO | strict=NO | fp=theme-mismatch
ID-0599 | topical=NO | strict=NO | fp=theme-mismatch
ID-0380 | topical=YES | strict=YES | fp=-
ID-0491 | topical=YES | strict=YES | fp=-
ID-0382 | topical=YES | strict=YES | fp=-
ID-0533 | topical=YES | strict=YES | fp=-
ID-0640 | topical=YES | strict=YES | fp=-
ID-0624 | topical=YES | strict=YES | fp=-
ID-0597 | topical=YES | strict=YES | fp=-
ID-0570 | topical=YES | strict=YES | fp=-
ID-0435 | topical=NO | strict=NO | fp=theme-mismatch
ID-0493 | topical=YES | strict=YES | fp=-
ID-0573 | topical=YES | strict=YES | fp=-
ID-0487 | topical=NO | strict=NO | fp=theme-mismatch
ID-0602 | topical=YES | strict=YES | fp=-
ID-0584 | topical=YES | strict=BORD | fp=theme-mismatch
ID-0537 | topical=NO | strict=NO | fp=theme-mismatch
ID-0401 | topical=YES | strict=YES | fp=-
ID-0615 | topical=YES | strict=YES | fp=-
ID-0655 | topical=YES | strict=YES | fp=-
ID-0376 | topical=YES | strict=YES | fp=-
ID-0661 | topical=YES | strict=YES | fp=-
ID-0568 | topical=YES | strict=YES | fp=-
ID-0463 | topical=YES | strict=YES | fp=-
ID-0384 | topical=YES | strict=YES | fp=-
ID-0411 | topical=YES | strict=YES | fp=-
ID-0600 | topical=NO | strict=NO | fp=bot-card
ID-0485 | topical=YES | strict=YES | fp=-
ID-0511 | topical=YES | strict=YES | fp=-
ID-0458 | topical=YES | strict=YES | fp=-
ID-0618 | topical=YES | strict=YES | fp=-
ID-0385 | topical=YES | strict=YES | fp=-
ID-0627 | topical=YES | strict=NO | fp=thin-removed
ID-0476 | topical=NO | strict=NO | fp=theme-mismatch
ID-0455 | topical=YES | strict=YES | fp=-
ID-0659 | topical=YES | strict=NO | fp=ambiguous
ID-0609 | topical=NO | strict=NO | fp=third-party
ID-0672 | topical=YES | strict=YES | fp=-
ID-0441 | topical=NO | strict=NO | fp=theme-mismatch
