ID-7080 | topical=YES | strict=YES | fp=-
ID-7081 | topical=YES | strict=BORD | fp=third-party
ID-7082 | topical=YES | strict=YES | fp=-
ID-7083 | topical=YES | strict=BORD | fp=third-party
ID-7084 | topical=YES | strict=YES | fp=-
ID-7085 | topical=YES | strict=BORD | fp=third-party
ID-7086 | topical=YES | strict=YES | fp=-
ID-7087 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7088 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7089 | topical=YES | strict=YES | fp=-
ID-7090 | topical=NO | strict=NO | fp=ironic-rejection
ID-7091 | topical=YES | strict=YES | fp=-
ID-7092 | topical=YES | strict=YES | fp=-
ID-7093 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7094 | topical=YES | strict=BORD | fp=rp-internal
ID-7095 | topical=YES | strict=YES | fp=-
ID-7096 | topical=YES | strict=BORD | fp=third-party
ID-7097 | topical=YES | strict=YES | fp=-
ID-7098 | topical=YES | strict=YES | fp=-
ID-7099 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7100 | topical=YES | strict=YES | fp=-
ID-7101 | topical=YES | strict=YES | fp=-
ID-7102 | topical=YES | strict=YES | fp=-
ID-7103 | topical=YES | strict=YES | fp=-
ID-7104 | topical=YES | strict=BORD | fp=third-party
ID-7105 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7106 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7107 | topical=YES | strict=YES | fp=-
ID-7108 | topical=NO | strict=NO | fp=theme-mismatch
ID-7109 | topical=YES | strict=YES | fp=-
ID-7110 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7111 | topical=YES | strict=BORD | fp=theme-mismatch
ID-7112 | topical=NO | strict=NO | fp=third-party
ID-7113 | topical=YES | strict=YES | fp=-
ID-7114 | topical=YES | strict=YES | fp=-
ID-7115 | topical=YES | strict=YES | fp=-
ID-7116 | topical=YES | strict=YES | fp=-
ID-7117 | topical=YES | strict=YES | fp=-
ID-7118 | topical=YES | strict=YES | fp=-
ID-7119 | topical=NO | strict=NO | fp=theme-mismatch
