ID-8000 | topical=YES | strict=YES | fp=-
ID-8001 | topical=YES | strict=NO | fp=theme-mismatch
ID-8002 | topical=YES | strict=NO | fp=thin-removed
ID-8003 | topical=YES | strict=NO | fp=thin-removed
ID-8004 | topical=YES | strict=YES | fp=-
ID-8005 | topical=BORD | strict=NO | fp=thin-removed
ID-8006 | topical=YES | strict=YES | fp=-
ID-8007 | topical=BORD | strict=NO | fp=theme-mismatch
ID-8008 | topical=YES | strict=NO | fp=thin-removed
ID-8009 | topical=YES | strict=NO | fp=thin-removed
ID-8010 | topical=YES | strict=YES | fp=-
ID-8011 | topical=YES | strict=YES | fp=-
ID-8012 | topical=YES | strict=YES | fp=-
ID-8013 | topical=BORD | strict=NO | fp=ironic-rejection
ID-8014 | topical=NO | strict=NO | fp=theme-mismatch
ID-8015 | topical=YES | strict=YES | fp=-
ID-8016 | topical=YES | strict=YES | fp=-
ID-8017 | topical=YES | strict=YES | fp=-
ID-8018 | topical=BORD | strict=NO | fp=rp-internal
ID-8019 | topical=YES | strict=YES | fp=-
ID-8020 | topical=YES | strict=YES | fp=-
ID-8021 | topical=YES | strict=NO | fp=theme-mismatch
ID-8022 | topical=YES | strict=YES | fp=-
ID-8023 | topical=YES | strict=BORD | fp=theme-mismatch
ID-8024 | topical=YES | strict=YES | fp=-
ID-8025 | topical=YES | strict=YES | fp=-
ID-8026 | topical=YES | strict=YES | fp=-
ID-8027 | topical=YES | strict=BORD | fp=theme-mismatch
ID-8028 | topical=YES | strict=YES | fp=-
ID-8029 | topical=YES | strict=YES | fp=-
ID-8030 | topical=BORD | strict=NO | fp=theme-mismatch
ID-8031 | topical=BORD | strict=NO | fp=thin-removed
ID-8032 | topical=BORD | strict=NO | fp=rp-internal
ID-8033 | topical=BORD | strict=NO | fp=thin-removed
ID-8034 | topical=YES | strict=NO | fp=thin-removed
ID-8035 | topical=NO | strict=NO | fp=rp-internal
ID-8036 | topical=YES | strict=YES | fp=-
ID-8037 | topical=YES | strict=BORD | fp=theme-mismatch
ID-8038 | topical=YES | strict=BORD | fp=rp-internal
ID-8039 | topical=BORD | strict=NO | fp=thin-removed
